fechas,valor
06/03/2017,16
03/03/2017,16
02/03/2017,16
01/03/2017,16
24/02/2017,16
23/02/2017,16
22/02/2017,16
21/02/2017,16
20/02/2017,16
17/02/2017,16
16/02/2017,16
15/02/2017,16
14/02/2017,16
13/02/2017,16
10/02/2017,16
09/02/2017,16
08/02/2017,16
07/02/2017,16
06/02/2017,16
03/02/2017,16
02/02/2017,16
01/02/2017,16
31/01/2017,16
30/01/2017,16
27/01/2017,16
26/01/2017,16
25/01/2017,16
24/01/2017,16
23/01/2017,16
20/01/2017,16
19/01/2017,16
18/01/2017,16
17/01/2017,16
16/01/2017,16
13/01/2017,16
12/01/2017,16
11/01/2017,16
10/01/2017,16
09/01/2017,16
06/01/2017,16
05/01/2017,16
04/01/2017,17
03/01/2017,17
02/01/2017,17
30/12/2016,16
29/12/2016,17
28/12/2016,16
27/12/2016,16
26/12/2016,16
23/12/2016,16
22/12/2016,16
21/12/2016,16
20/12/2016,16
19/12/2016,16
16/12/2016,16
15/12/2016,16
14/12/2016,16
13/12/2016,16
12/12/2016,16
07/12/2016,16
06/12/2016,16
05/12/2016,16
02/12/2016,16
01/12/2016,16
30/11/2016,16
29/11/2016,16
25/11/2016,16
24/11/2016,16
23/11/2016,16
22/11/2016,15
21/11/2016,15
18/11/2016,15
17/11/2016,15
16/11/2016,15
15/11/2016,15
14/11/2016,16
11/11/2016,15
10/11/2016,15
09/11/2016,15
08/11/2016,15
07/11/2016,15
04/11/2016,15
03/11/2016,15
02/11/2016,15
01/11/2016,15
31/10/2016,15
28/10/2016,15
27/10/2016,15
26/10/2016,15
25/10/2016,15
24/10/2016,15
21/10/2016,15
20/10/2016,15
19/10/2016,15
18/10/2016,15
17/10/2016,15
14/10/2016,15
13/10/2016,15
12/10/2016,15
11/10/2016,15
07/10/2016,15
06/10/2016,15
05/10/2016,15
04/10/2016,15
03/10/2016,15
30/09/2016,15
29/09/2016,15
28/09/2016,15
27/09/2016,15
26/09/2016,15
23/09/2016,15
22/09/2016,15
21/09/2016,15
20/09/2016,15
19/09/2016,15
16/09/2016,15
15/09/2016,15
14/09/2016,15
13/09/2016,15
12/09/2016,15
09/09/2016,15
08/09/2016,15
07/09/2016,15
06/09/2016,15
05/09/2016,15
02/09/2016,15
01/09/2016,15
31/08/2016,15
30/08/2016,15
29/08/2016,15
26/08/2016,15
25/08/2016,15
24/08/2016,15
23/08/2016,15
22/08/2016,15
19/08/2016,15
18/08/2016,15
17/08/2016,15
16/08/2016,15
12/08/2016,15
11/08/2016,15
10/08/2016,15
09/08/2016,15
08/08/2016,15
05/08/2016,15
04/08/2016,15
03/08/2016,15
02/08/2016,15
01/08/2016,15
29/07/2016,15
28/07/2016,15
27/07/2016,15
26/07/2016,15
25/07/2016,15
22/07/2016,15
21/07/2016,15
20/07/2016,15
19/07/2016,15
18/07/2016,15
15/07/2016,15
14/07/2016,15
13/07/2016,15
12/07/2016,15
11/07/2016,15
07/07/2016,14
06/07/2016,15
05/07/2016,15
04/07/2016,15
01/07/2016,15
30/06/2016,15
29/06/2016,15
28/06/2016,15
27/06/2016,15
24/06/2016,15
23/06/2016,14
22/06/2016,14
21/06/2016,14
16/06/2016,14
15/06/2016,14
14/06/2016,14
13/06/2016,14
10/06/2016,14
09/06/2016,14
08/06/2016,14
07/06/2016,14
06/06/2016,14
03/06/2016,14
02/06/2016,14
01/06/2016,14
31/05/2016,14
30/05/2016,14
27/05/2016,14
26/05/2016,14
24/05/2016,14
23/05/2016,14
20/05/2016,14
19/05/2016,14
18/05/2016,14
17/05/2016,14
16/05/2016,14
13/05/2016,14
12/05/2016,14
11/05/2016,14
10/05/2016,14
09/05/2016,14
06/05/2016,14
05/05/2016,14
04/05/2016,14
03/05/2016,14
02/05/2016,14
29/04/2016,14
28/04/2016,14
27/04/2016,14
26/04/2016,14
25/04/2016,14
22/04/2016,14
21/04/2016,14
20/04/2016,14
19/04/2016,14
18/04/2016,14
15/04/2016,15
14/04/2016,15
13/04/2016,15
12/04/2016,15
11/04/2016,15
08/04/2016,15
07/04/2016,15
06/04/2016,15
05/04/2016,15
04/04/2016,15
01/04/2016,15
31/03/2016,15
30/03/2016,15
29/03/2016,15
28/03/2016,15
23/03/2016,15
22/03/2016,15
21/03/2016,15
18/03/2016,15
17/03/2016,15
16/03/2016,15
15/03/2016,15
14/03/2016,15
11/03/2016,15
10/03/2016,15
09/03/2016,15
08/03/2016,15
07/03/2016,15
04/03/2016,15
03/03/2016,15
02/03/2016,15
01/03/2016,16
29/02/2016,15
26/02/2016,15
25/02/2016,15
24/02/2016,15
23/02/2016,15
22/02/2016,15
19/02/2016,15
18/02/2016,15
17/02/2016,15
16/02/2016,15
15/02/2016,15
12/02/2016,15
11/02/2016,14
10/02/2016,14
05/02/2016,14
04/02/2016,14
03/02/2016,14
02/02/2016,14
01/02/2016,14
29/01/2016,14
28/01/2016,14
27/01/2016,14
26/01/2016,14
25/01/2016,14
22/01/2016,14
21/01/2016,14
20/01/2016,14
19/01/2016,14
18/01/2016,14
15/01/2016,14
14/01/2016,14
13/01/2016,14
12/01/2016,14
11/01/2016,14
08/01/2016,14
07/01/2016,14
06/01/2016,14
05/01/2016,14
04/01/2016,14
31/12/2015,14
30/12/2015,14
29/12/2015,14
28/12/2015,14
24/12/2015,14
23/12/2015,14
22/12/2015,14
21/12/2015,14
18/12/2015,14
17/12/2015,14
16/12/2015,14
15/12/2015,14
14/12/2015,15
11/12/2015,15
10/12/2015,15
09/12/2015,15
04/12/2015,15
03/12/2015,15
02/12/2015,15
01/12/2015,14
30/11/2015,15
26/11/2015,15
25/11/2015,15
24/11/2015,15
23/11/2015,15
20/11/2015,15
19/11/2015,15
18/11/2015,15
17/11/2015,15
16/11/2015,15
13/11/2015,15
12/11/2015,15
11/11/2015,15
10/11/2015,15
09/11/2015,14
05/11/2015,15
04/11/2015,15
03/11/2015,15
02/11/2015,15
30/10/2015,16
29/10/2015,16
28/10/2015,16
27/10/2015,16
26/10/2015,16
23/10/2015,16
22/10/2015,16
21/10/2015,16
20/10/2015,16
19/10/2015,16
16/10/2015,16
15/10/2015,16
14/10/2015,16
13/10/2015,16
09/10/2015,16
08/10/2015,16
07/10/2015,16
06/10/2015,16
05/10/2015,16
02/10/2015,16
01/10/2015,16
30/09/2015,16
29/09/2015,16
28/09/2015,16
25/09/2015,16
24/09/2015,16
23/09/2015,16
22/09/2015,16
21/09/2015,16
18/09/2015,16
17/09/2015,16
16/09/2015,16
15/09/2015,16
14/09/2015,15
11/09/2015,15
10/09/2015,15
09/09/2015,15
08/09/2015,15
07/09/2015,15
04/09/2015,15
03/09/2015,16
02/09/2015,15
01/09/2015,15
31/08/2015,15
28/08/2015,15
27/08/2015,16
26/08/2015,16
25/08/2015,16
24/08/2015,16
21/08/2015,15
20/08/2015,15
19/08/2015,15
18/08/2015,15
14/08/2015,15
13/08/2015,15
12/08/2015,15
11/08/2015,15
10/08/2015,15
07/08/2015,15
06/08/2015,15
05/08/2015,15
04/08/2015,15
03/08/2015,15
31/07/2015,15
30/07/2015,15
29/07/2015,15
28/07/2015,15
27/07/2015,15
24/07/2015,14
23/07/2015,14
22/07/2015,15
21/07/2015,15
20/07/2015,14
17/07/2015,14
16/07/2015,14
15/07/2015,14
14/07/2015,14
13/07/2015,14
10/07/2015,13
08/07/2015,13
07/07/2015,13
06/07/2015,13
03/07/2015,13
02/07/2015,13
01/07/2015,13
30/06/2015,13
29/06/2015,13
26/06/2015,13
25/06/2015,13
24/06/2015,13
23/06/2015,13
22/06/2015,13
19/06/2015,13
18/06/2015,13
17/06/2015,13
16/06/2015,13
15/06/2015,13
12/06/2015,13
11/06/2015,13
10/06/2015,13
09/06/2015,13
08/06/2015,13
05/06/2015,13
04/06/2015,13
03/06/2015,13
02/06/2015,13
01/06/2015,13
29/05/2015,13
28/05/2015,13
27/05/2015,13
26/05/2015,13
22/05/2015,13
21/05/2015,13
20/05/2015,13
19/05/2015,13
18/05/2015,13
15/05/2015,13
14/05/2015,13
13/05/2015,12
12/05/2015,12
11/05/2015,12
08/05/2015,12
07/05/2015,12
06/05/2015,13
05/05/2015,12
04/05/2015,13
30/04/2015,13
29/04/2015,13
28/04/2015,13
27/04/2015,13
24/04/2015,13
23/04/2015,13
22/04/2015,13
21/04/2015,13
20/04/2015,13
17/04/2015,13
16/04/2015,13
15/04/2015,13
14/04/2015,12
13/04/2015,12
10/04/2015,12
09/04/2015,12
08/04/2015,12
07/04/2015,12
06/04/2015,12
01/04/2015,12
31/03/2015,13
30/03/2015,13
27/03/2015,13
26/03/2015,13
25/03/2015,13
20/03/2015,13
19/03/2015,13
18/03/2015,13
17/03/2015,13
16/03/2015,13
13/03/2015,13
12/03/2015,13
11/03/2015,13
10/03/2015,13
09/03/2015,13
06/03/2015,13
05/03/2015,13
04/03/2015,13
03/03/2015,13
02/03/2015,13
27/02/2015,13
26/02/2015,13
25/02/2015,13
24/02/2015,13
23/02/2015,13
20/02/2015,13
19/02/2015,13
18/02/2015,13
13/02/2015,13
12/02/2015,13
11/02/2015,13
10/02/2015,13
09/02/2015,13
06/02/2015,13
05/02/2015,13
04/02/2015,13
03/02/2015,13
02/02/2015,13
30/01/2015,14
29/01/2015,14
28/01/2015,14
27/01/2015,14
26/01/2015,14
23/01/2015,14
22/01/2015,14
21/01/2015,14
20/01/2015,14
19/01/2015,14
16/01/2015,13
15/01/2015,14
14/01/2015,14
13/01/2015,14
12/01/2015,14
09/01/2015,14
08/01/2015,14
07/01/2015,14
06/01/2015,14
05/01/2015,14
02/01/2015,14
30/12/2014,14
29/12/2014,13
23/12/2014,13
22/12/2014,13
19/12/2014,13
18/12/2014,13
17/12/2014,13
16/12/2014,13
15/12/2014,13
12/12/2014,13
11/12/2014,13
10/12/2014,13
09/12/2014,13
05/12/2014,13
04/12/2014,13
03/12/2014,13
02/12/2014,13
01/12/2014,13
28/11/2014,13
27/11/2014,13
26/11/2014,13
25/11/2014,13
21/11/2014,13
20/11/2014,13
19/11/2014,13
18/11/2014,13
17/11/2014,13
14/11/2014,13
13/11/2014,13
12/11/2014,14
11/11/2014,13
10/11/2014,13
07/11/2014,13
06/11/2014,13
05/11/2014,13
04/11/2014,14
03/11/2014,14
31/10/2014,14
30/10/2014,14
29/10/2014,14
28/10/2014,15
27/10/2014,15
24/10/2014,15
23/10/2014,15
22/10/2014,15
21/10/2014,15
20/10/2014,15
17/10/2014,15
16/10/2014,15
15/10/2014,15
14/10/2014,15
10/10/2014,15
09/10/2014,15
08/10/2014,15
07/10/2014,15
06/10/2014,15
03/10/2014,15
02/10/2014,15
01/10/2014,16
30/09/2014,16
29/09/2014,16
26/09/2014,16
25/09/2014,16
24/09/2014,16
23/09/2014,15
22/09/2014,15
19/09/2014,15
18/09/2014,15
17/09/2014,15
16/09/2014,15
15/09/2014,14
12/09/2014,14
11/09/2014,14
10/09/2014,14
09/09/2014,14
08/09/2014,14
05/09/2014,14
04/09/2014,14
03/09/2014,14
02/09/2014,14
01/09/2014,14
29/08/2014,14
27/08/2014,14
26/08/2014,14
25/08/2014,14
22/08/2014,14
21/08/2014,14
20/08/2014,13
19/08/2014,13
15/08/2014,13
14/08/2014,13
13/08/2014,13
12/08/2014,13
11/08/2014,13
08/08/2014,13
07/08/2014,13
06/08/2014,13
05/08/2014,13
04/08/2014,13
01/08/2014,13
31/07/2014,13
30/07/2014,12
29/07/2014,13
28/07/2014,13
25/07/2014,13
24/07/2014,12
23/07/2014,13
22/07/2014,12
21/07/2014,12
18/07/2014,12
17/07/2014,12
16/07/2014,12
15/07/2014,12
14/07/2014,12
11/07/2014,12
10/07/2014,12
08/07/2014,12
07/07/2014,12
04/07/2014,12
03/07/2014,12
02/07/2014,12
01/07/2014,12
30/06/2014,12
27/06/2014,12
26/06/2014,12
25/06/2014,12
24/06/2014,12
23/06/2014,12
19/06/2014,12
18/06/2014,12
17/06/2014,12
16/06/2014,12
13/06/2014,12
12/06/2014,12
11/06/2014,12
10/06/2014,12
09/06/2014,11
06/06/2014,11
05/06/2014,11
04/06/2014,11
03/06/2014,11
02/06/2014,11
30/05/2014,11
29/05/2014,12
28/05/2014,12
27/05/2014,12
26/05/2014,11
23/05/2014,11
22/05/2014,12
21/05/2014,12
20/05/2014,12
19/05/2014,11
16/05/2014,11
15/05/2014,11
14/05/2014,11
13/05/2014,11
12/05/2014,11
09/05/2014,11
08/05/2014,11
07/05/2014,11
06/05/2014,10
05/05/2014,10
30/04/2014,10
29/04/2014,11
28/04/2014,11
25/04/2014,11
24/04/2014,11
23/04/2014,10
22/04/2014,10
21/04/2014,10
16/04/2014,10
15/04/2014,10
14/04/2014,10
11/04/2014,10
10/04/2014,10
09/04/2014,10
08/04/2014,10
07/04/2014,11
04/04/2014,11
03/04/2014,11
01/04/2014,11
31/03/2014,11
28/03/2014,11
27/03/2014,11
26/03/2014,11
25/03/2014,11
21/03/2014,11
20/03/2014,11
19/03/2014,11
18/03/2014,11
17/03/2014,11
14/03/2014,11
13/03/2014,11
12/03/2014,11
11/03/2014,11
10/03/2014,11
07/03/2014,11
06/03/2014,11
05/03/2014,11
28/02/2014,11
27/02/2014,11
26/02/2014,12
25/02/2014,12
24/02/2014,12
21/02/2014,12
20/02/2014,12
19/02/2014,12
18/02/2014,12
17/02/2014,12
14/02/2014,12
13/02/2014,12
12/02/2014,12
11/02/2014,12
10/02/2014,12
07/02/2014,12
06/02/2014,12
05/02/2014,12
04/02/2014,12
03/02/2014,11
31/01/2014,11
30/01/2014,11
29/01/2014,11
28/01/2014,11
27/01/2014,10
24/01/2014,10
23/01/2014,13
22/01/2014,12
21/01/2014,12
20/01/2014,12
17/01/2014,12
16/01/2014,12
15/01/2014,11
14/01/2014,11
13/01/2014,11
10/01/2014,11
09/01/2014,11
08/01/2014,11
07/01/2014,11
06/01/2014,10
03/01/2014,10
02/01/2014,10
